Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RL","Land Use","384","Côte d'Ivoire","5110","Area","6630","Temporary crops","2020","2020","1000 ha","3347.0679","I","Value imputed by a receiving agency",""
"RL","Land Use","384","Côte d'Ivoire","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","474.4141","I","Value imputed by a receiving agency",""
"RL","Land Use","384","Côte d'Ivoire","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","513.6587","I","Value imputed by a receiving agency",""
"RL","Land Use","384","Côte d'Ivoire","5110","Area","6650","Permanent crops","2020","2020","1000 ha","8373.3","I","Value imputed by a receiving agency",""
"RL","Land Use","384","Côte d'Ivoire","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","13200","I","Value imputed by a receiving agency",""
"RL","Land Use","191","Croatia","5110","Area","6602","Agriculture","2020","2020","1000 ha","1647","A","Official figure",""
"RL","Land Use","191","Croatia","5110","Area","6610","Agricultural land","2020","2020","1000 ha","1505","A","Official figure",""
"RL","Land Use","191","Croatia","5110","Area","6620","Cropland","2020","2020","1000 ha","968","A","Official figure",""
"RL","Land Use","191","Croatia","5110","Area","6621","Arable land","2020","2020","1000 ha","889","A","Official figure",""
"RL","Land Use","191","Croatia","5110","Area","6630","Temporary crops","2020","2020","1000 ha","789","A","Official figure",""
"RL","Land Use","191","Croatia","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","71","A","Official figure",""
"RL","Land Use","191","Croatia","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","29","A","Official figure",""
"RL","Land Use","191","Croatia","5110","Area","6650","Permanent crops","2020","2020","1000 ha","79","A","Official figure",""
"RL","Land Use","191","Croatia","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","537","A","Official figure",""
"RL","Land Use","192","Cuba","5110","Area","6602","Agriculture","2020","2020","1000 ha","6401","I","Value imputed by a receiving agency",""
"RL","Land Use","192","Cuba","5110","Area","6610","Agricultural land","2020","2020","1000 ha","6401","A","Official figure",""
"RL","Land Use","192","Cuba","5110","Area","6620","Cropland","2020","2020","1000 ha","3561.6","I","Value imputed by a receiving agency",""
"RL","Land Use","192","Cuba","5110","Area","6621","Arable land","2020","2020","1000 ha","2908.6","I","Value imputed by a receiving agency",""
"RL","Land Use","192","Cuba","5110","Area","6630","Temporary crops","2020","2020","1000 ha","1059.6874","I","Value imputed by a receiving agency",""
"RL","Land Use","192","Cuba","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","123.9","I","Value imputed by a receiving agency",""
"RL","Land Use","192","Cuba","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","1725.0126","I","Value imputed by a receiving agency",""
"RL","Land Use","192","Cuba","5110","Area","6650","Permanent crops","2020","2020","1000 ha","653","I","Value imputed by a receiving agency",""
"RL","Land Use","192","Cuba","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","2839.4","I","Value imputed by a receiving agency",""
"RL","Land Use","192","Cuba","5110","Area","6656","Perm. meadows & pastures - Cultivated","2020","2020","1000 ha","120.7","I","Value imputed by a receiving agency",""
"RL","Land Use","192","Cuba","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2020","2020","1000 ha","2718.7","I","Value imputed by a receiving agency",""
"RL","Land Use","196","Cyprus","5110","Area","6602","Agriculture","2020","2020","1000 ha","128.1377","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6610","Agricultural land","2020","2020","1000 ha","127.648","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6620","Cropland","2020","2020","1000 ha","125.391","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6621","Arable land","2020","2020","1000 ha","99.447","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6630","Temporary crops","2020","2020","1000 ha","84.814","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","0.541","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","14.092","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6650","Permanent crops","2020","2020","1000 ha","25.944","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","2.257","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6656","Perm. meadows & pastures - Cultivated","2020","2020","1000 ha","1.3922","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2020","2020","1000 ha","0.8648","A","Official figure",""
"RL","Land Use","196","Cyprus","5110","Area","6649","Farm buildings and Farmyards","2020","2020","1000 ha","3.7651","A","Official figure",""
"RL","Land Use","203","Czechia","5110","Area","6602","Agriculture","2020","2020","1000 ha","3523.871","A","Official figure",""
"RL","Land Use","203","Czechia","5110","Area","6610","Agricultural land","2020","2020","1000 ha","3523.871","A","Official figure",""
"RL","Land Use","203","Czechia","5110","Area","6620","Cropland","2020","2020","1000 ha","2534.262","A","Official figure",""
"RL","Land Use","203","Czechia","5110","Area","6621","Arable land","2020","2020","1000 ha","2484.154","A","Official figure",""
"RL","Land Use","203","Czechia","5110","Area","6630","Temporary crops","2020","2020","1000 ha","2415.605","A","Official figure",""
"RL","Land Use","203","Czechia","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","44.589","A","Official figure",""
"RL","Land Use","203","Czechia","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","23.96","A","Official figure",""
"RL","Land Use","203","Czechia","5110","Area","6650","Permanent crops","2020","2020","1000 ha","50.109","A","Official figure",""
"RL","Land Use","203","Czechia","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","989.609","A","Official figure",""
"RL","Land Use","408","Democratic People's Republic of Korea","5110","Area","6602","Agriculture","2020","2020","1000 ha","2596.5","I","Value imputed by a receiving agency",""
"RL","Land Use","408","Democratic People's Republic of Korea","5110","Area","6610","Agricultural land","2020","2020","1000 ha","2596.5","I","Value imputed by a receiving agency",""
"RL","Land Use","408","Democratic People's Republic of Korea","5110","Area","6620","Cropland","2020","2020","1000 ha","2546.5","I","Value imputed by a receiving agency",""
"RL","Land Use","408","Democratic People's Republic of Korea","5110","Area","6621","Arable land","2020","2020","1000 ha","2295","I","Value imputed by a receiving agency",""
"RL","Land Use","408","Democratic People's Republic of Korea","5110","Area","6630","Temporary crops","2020","2020","1000 ha","1796","I","Value imputed by a receiving agency",""
"RL","Land Use","408","Democratic People's Republic of Korea","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","227","I","Value imputed by a receiving agency",""
"RL","Land Use","408","Democratic People's Republic of Korea","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","272","I","Value imputed by a receiving agency",""
"RL","Land Use","408","Democratic People's Republic of Korea","5110","Area","6650","Permanent crops","2020","2020","1000 ha","251.5","I","Value imputed by a receiving agency",""
"RL","Land Use","408","Democratic People's Republic of Korea","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","50","I","Value imputed by a receiving agency",""
"RL","Land Use","180","Democratic Republic of the Congo","5110","Area","6602","Agriculture","2020","2020","1000 ha","33877.5","I","Value imputed by a receiving agency",""
"RL","Land Use","180","Democratic Republic of the Congo","5110","Area","6610","Agricultural land","2020","2020","1000 ha","33877.5","I","Value imputed by a receiving agency",""
"RL","Land Use","180","Democratic Republic of the Congo","5110","Area","6620","Cropland","2020","2020","1000 ha","15677.5","I","Value imputed by a receiving agency",""
"RL","Land Use","180","Democratic Republic of the Congo","5110","Area","6621","Arable land","2020","2020","1000 ha","13680","I","Value imputed by a receiving agency",""
"RL","Land Use","180","Democratic Republic of the Congo","5110","Area","6630","Temporary crops","2020","2020","1000 ha","10562","I","Value imputed by a receiving agency",""
"RL","Land Use","180","Democratic Republic of the Congo","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","1497","I","Value imputed by a receiving agency",""
"RL","Land Use","180","Democratic Republic of the Congo","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","1621","I","Value imputed by a receiving agency",""
"RL","Land Use","180","Democratic Republic of the Congo","5110","Area","6650","Permanent crops","2020","2020","1000 ha","1997.5","I","Value imputed by a receiving agency",""
"RL","Land Use","180","Democratic Republic of the Congo","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","18200","I","Value imputed by a receiving agency",""
"RL","Land Use","208","Denmark","5110","Area","6602","Agriculture","2020","2020","1000 ha","2619.987","A","Official figure",""
"RL","Land Use","208","Denmark","5110","Area","6610","Agricultural land","2020","2020","1000 ha","2619.987","A","Official figure",""
"RL","Land Use","208","Denmark","5110","Area","6620","Cropland","2020","2020","1000 ha","2397.582","A","Official figure",""
"RL","Land Use","208","Denmark","5110","Area","6621","Arable land","2020","2020","1000 ha","2370.93","A","Official figure",""
"RL","Land Use","208","Denmark","5110","Area","6630","Temporary crops","2020","2020","1000 ha","1768.33","A","Official figure",""
"RL","Land Use","208","Denmark","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","520.873","A","Official figure",""
"RL","Land Use","208","Denmark","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","81.727","A","Official figure",""
"RL","Land Use","208","Denmark","5110","Area","6650","Permanent crops","2020","2020","1000 ha","26.652","A","Official figure",""
"RL","Land Use","208","Denmark","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","222.405","A","Official figure",""
"RL","Land Use","208","Denmark","5110","Area","6656","Perm. meadows & pastures - Cultivated","2020","2020","1000 ha","222.405","A","Official figure",""
"RL","Land Use","208","Denmark","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2020","2020","1000 ha","0","A","Official figure",""
"RL","Land Use","262","Djibouti","5110","Area","6602","Agriculture","2020","2020","1000 ha","1703.8","I","Value imputed by a receiving agency",""
"RL","Land Use","262","Djibouti","5110","Area","6610","Agricultural land","2020","2020","1000 ha","1703.8","I","Value imputed by a receiving agency",""
"RL","Land Use","262","Djibouti","5110","Area","6620","Cropland","2020","2020","1000 ha","3.8","I","Value imputed by a receiving agency",""
"RL","Land Use","262","Djibouti","5110","Area","6621","Arable land","2020","2020","1000 ha","3","I","Value imputed by a receiving agency",""
"RL","Land Use","262","Djibouti","5110","Area","6630","Temporary crops","2020","2020","1000 ha","2.3162","I","Value imputed by a receiving agency",""
"RL","Land Use","262","Djibouti","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","0.3283","I","Value imputed by a receiving agency",""
"RL","Land Use","262","Djibouti","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","0.3555","I","Value imputed by a receiving agency",""
"RL","Land Use","262","Djibouti","5110","Area","6650","Permanent crops","2020","2020","1000 ha","0.8","I","Value imputed by a receiving agency",""
"RL","Land Use","262","Djibouti","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","1700","I","Value imputed by a receiving agency",""
"RL","Land Use","212","Dominica","5110","Area","6602","Agriculture","2020","2020","1000 ha","25","I","Value imputed by a receiving agency",""
"RL","Land Use","212","Dominica","5110","Area","6610","Agricultural land","2020","2020","1000 ha","25","I","Value imputed by a receiving agency",""
"RL","Land Use","212","Dominica","5110","Area","6620","Cropland","2020","2020","1000 ha","23","I","Value imputed by a receiving agency",""
"RL","Land Use","212","Dominica","5110","Area","6621","Arable land","2020","2020","1000 ha","6","I","Value imputed by a receiving agency",""
"RL","Land Use","212","Dominica","5110","Area","6630","Temporary crops","2020","2020","1000 ha","4.6325","I","Value imputed by a receiving agency",""
"RL","Land Use","212","Dominica","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","0.6566","I","Value imputed by a receiving agency",""
"RL","Land Use","212","Dominica","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","0.7109","I","Value imputed by a receiving agency",""
"RL","Land Use","212","Dominica","5110","Area","6650","Permanent crops","2020","2020","1000 ha","17","I","Value imputed by a receiving agency",""
"RL","Land Use","212","Dominica","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","214","Dominican Republic","5110","Area","6602","Agriculture","2020","2020","1000 ha","2521.9321","I","Value imputed by a receiving agency",""
"RL","Land Use","214","Dominican Republic","5110","Area","6610","Agricultural land","2020","2020","1000 ha","2521.9321","I","Value imputed by a receiving agency",""
"RL","Land Use","214","Dominican Republic","5110","Area","6620","Cropland","2020","2020","1000 ha","1378.2181","I","Value imputed by a receiving agency",""
"RL","Land Use","214","Dominican Republic","5110","Area","6621","Arable land","2020","2020","1000 ha","899.2181","I","Value imputed by a receiving agency",""
"RL","Land Use","214","Dominican Republic","5110","Area","6630","Temporary crops","2020","2020","1000 ha","694.2667","I","Value imputed by a receiving agency",""
"RL","Land Use","214","Dominican Republic","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","98.4055","I","Value imputed by a receiving agency",""
"RL","Land Use","214","Dominican Republic","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","106.5458","I","Value imputed by a receiving agency",""
"RL","Land Use","214","Dominican Republic","5110","Area","6650","Permanent crops","2020","2020","1000 ha","479","I","Value imputed by a receiving agency",""
"RL","Land Use","214","Dominican Republic","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","1143.7141","I","Value imputed by a receiving agency",""
"RL","Land Use","218","Ecuador","5110","Area","6602","Agriculture","2020","2020","1000 ha","5420","I","Value imputed by a receiving agency",""
"RL","Land Use","218","Ecuador","5110","Area","6610","Agricultural land","2020","2020","1000 ha","5420","A","Official figure",""
"RL","Land Use","218","Ecuador","5110","Area","6620","Cropland","2020","2020","1000 ha","2481","A","Official figure",""
"RL","Land Use","218","Ecuador","5110","Area","6621","Arable land","2020","2020","1000 ha","1038","A","Official figure",""
"RL","Land Use","218","Ecuador","5110","Area","6630","Temporary crops","2020","2020","1000 ha","823","A","Official figure",""
"RL","Land Use","218","Ecuador","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","0","A","Official figure",""
"RL","Land Use","218","Ecuador","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","215","A","Official figure",""
"RL","Land Use","218","Ecuador","5110","Area","6650","Permanent crops","2020","2020","1000 ha","1443","A","Official figure",""
"RL","Land Use","218","Ecuador","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","2939","A","Official figure",""
"RL","Land Use","218","Ecuador","5110","Area","6656","Perm. meadows & pastures - Cultivated","2020","2020","1000 ha","2068","A","Official figure",""
"RL","Land Use","218","Ecuador","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2020","2020","1000 ha","871","A","Official figure",""
"RL","Land Use","818","Egypt","5110","Area","6602","Agriculture","2020","2020","1000 ha","3971","I","Value imputed by a receiving agency",""
"RL","Land Use","818","Egypt","5110","Area","6610","Agricultural land","2020","2020","1000 ha","3971","A","Official figure",""
"RL","Land Use","818","Egypt","5110","Area","6620","Cropland","2020","2020","1000 ha","3971","I","Value imputed by a receiving agency",""
"RL","Land Use","818","Egypt","5110","Area","6621","Arable land","2020","2020","1000 ha","3365","I","Value imputed by a receiving agency",""
"RL","Land Use","818","Egypt","5110","Area","6630","Temporary crops","2020","2020","1000 ha","2598.0434","I","Value imputed by a receiving agency",""
"RL","Land Use","818","Egypt","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","565.5547","I","Value imputed by a receiving agency",""
"RL","Land Use","818","Egypt","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","201.4019","I","Value imputed by a receiving agency",""
"RL","Land Use","818","Egypt","5110","Area","6650","Permanent crops","2020","2020","1000 ha","606","A","Official figure",""
"RL","Land Use","222","El Salvador","5110","Area","6602","Agriculture","2020","2020","1000 ha","1195.7","I","Value imputed by a receiving agency",""
"RL","Land Use","222","El Salvador","5110","Area","6610","Agricultural land","2020","2020","1000 ha","1195.7","I","Value imputed by a receiving agency",""
"RL","Land Use","222","El Salvador","5110","Area","6620","Cropland","2020","2020","1000 ha","881","I","Value imputed by a receiving agency",""
"RL","Land Use","222","El Salvador","5110","Area","6621","Arable land","2020","2020","1000 ha","721","I","Value imputed by a receiving agency",""
"RL","Land Use","222","El Salvador","5110","Area","6630","Temporary crops","2020","2020","1000 ha","423.7","I","Value imputed by a receiving agency",""
"RL","Land Use","222","El Salvador","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","267.6","I","Value imputed by a receiving agency",""
"RL","Land Use","222","El Salvador","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","29.7","I","Value imputed by a receiving agency",""
"RL","Land Use","222","El Salvador","5110","Area","6650","Permanent crops","2020","2020","1000 ha","160","I","Value imputed by a receiving agency",""
"RL","Land Use","222","El Salvador","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","314.7","I","Value imputed by a receiving agency",""
"RL","Land Use","222","El Salvador","5110","Area","6656","Perm. meadows & pastures - Cultivated","2020","2020","1000 ha","47.1","I","Value imputed by a receiving agency",""
"RL","Land Use","222","El Salvador","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2020","2020","1000 ha","267.6","I","Value imputed by a receiving agency",""
"RL","Land Use","226","Equatorial Guinea","5110","Area","6602","Agriculture","2020","2020","1000 ha","104.92","I","Value imputed by a receiving agency",""
"RL","Land Use","226","Equatorial Guinea","5110","Area","6610","Agricultural land","2020","2020","1000 ha","104.92","I","Value imputed by a receiving agency",""
"RL","Land Use","226","Equatorial Guinea","5110","Area","6620","Cropland","2020","2020","1000 ha","100","I","Value imputed by a receiving agency",""
"RL","Land Use","226","Equatorial Guinea","5110","Area","6621","Arable land","2020","2020","1000 ha","53","I","Value imputed by a receiving agency",""
"RL","Land Use","226","Equatorial Guinea","5110","Area","6630","Temporary crops","2020","2020","1000 ha","40.9201","I","Value imputed by a receiving agency",""
"RL","Land Use","226","Equatorial Guinea","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","5.8","I","Value imputed by a receiving agency",""
"RL","Land Use","226","Equatorial Guinea","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","6.2798","I","Value imputed by a receiving agency",""
"RL","Land Use","226","Equatorial Guinea","5110","Area","6650","Permanent crops","2020","2020","1000 ha","47","I","Value imputed by a receiving agency",""
"RL","Land Use","226","Equatorial Guinea","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","4.92","I","Value imputed by a receiving agency",""
"RL","Land Use","232","Eritrea","5110","Area","6602","Agriculture","2020","2020","1000 ha","7592","I","Value imputed by a receiving agency",""
"RL","Land Use","232","Eritrea","5110","Area","6610","Agricultural land","2020","2020","1000 ha","7592","I","Value imputed by a receiving agency",""
"RL","Land Use","232","Eritrea","5110","Area","6620","Cropland","2020","2020","1000 ha","692","I","Value imputed by a receiving agency",""
"RL","Land Use","232","Eritrea","5110","Area","6621","Arable land","2020","2020","1000 ha","690","I","Value imputed by a receiving agency",""
"RL","Land Use","232","Eritrea","5110","Area","6630","Temporary crops","2020","2020","1000 ha","532.734","I","Value imputed by a receiving agency",""
"RL","Land Use","232","Eritrea","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","75.5098","I","Value imputed by a receiving agency",""
"RL","Land Use","232","Eritrea","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","81.7562","I","Value imputed by a receiving agency",""
"RL","Land Use","232","Eritrea","5110","Area","6650","Permanent crops","2020","2020","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","232","Eritrea","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","6900","I","Value imputed by a receiving agency",""
"RL","Land Use","233","Estonia","5110","Area","6602","Agriculture","2020","2020","1000 ha","985","I","Value imputed by a receiving agency",""
"RL","Land Use","233","Estonia","5110","Area","6610","Agricultural land","2020","2020","1000 ha","985","A","Official figure",""
"RL","Land Use","233","Estonia","5110","Area","6620","Cropland","2020","2020","1000 ha","699","A","Official figure",""
"RL","Land Use","233","Estonia","5110","Area","6621","Arable land","2020","2020","1000 ha","694","A","Official figure",""
"RL","Land Use","233","Estonia","5110","Area","6630","Temporary crops","2020","2020","1000 ha","509","A","Official figure",""
"RL","Land Use","233","Estonia","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","175","A","Official figure",""
"RL","Land Use","233","Estonia","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","10","A","Official figure",""
"RL","Land Use","233","Estonia","5110","Area","6650","Permanent crops","2020","2020","1000 ha","5","A","Official figure",""
"RL","Land Use","233","Estonia","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","286","A","Official figure",""
"RL","Land Use","748","Eswatini","5110","Area","6602","Agriculture","2020","2020","1000 ha","1195","I","Value imputed by a receiving agency",""
"RL","Land Use","748","Eswatini","5110","Area","6610","Agricultural land","2020","2020","1000 ha","1195","I","Value imputed by a receiving agency",""
"RL","Land Use","748","Eswatini","5110","Area","6620","Cropland","2020","2020","1000 ha","195","I","Value imputed by a receiving agency",""
"RL","Land Use","748","Eswatini","5110","Area","6621","Arable land","2020","2020","1000 ha","177","I","Value imputed by a receiving agency",""
"RL","Land Use","748","Eswatini","5110","Area","6630","Temporary crops","2020","2020","1000 ha","169","I","Value imputed by a receiving agency",""
"RL","Land Use","748","Eswatini","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","3.8411","I","Value imputed by a receiving agency",""
"RL","Land Use","748","Eswatini","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","4.1589","I","Value imputed by a receiving agency",""
"RL","Land Use","748","Eswatini","5110","Area","6650","Permanent crops","2020","2020","1000 ha","18","I","Value imputed by a receiving agency",""
"RL","Land Use","748","Eswatini","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","1000","I","Value imputed by a receiving agency",""
"RL","Land Use","231","Ethiopia","5110","Area","6602","Agriculture","2020","2020","1000 ha","38476.1","I","Value imputed by a receiving agency",""
"RL","Land Use","231","Ethiopia","5110","Area","6610","Agricultural land","2020","2020","1000 ha","38476.1","I","Value imputed by a receiving agency",""
"RL","Land Use","231","Ethiopia","5110","Area","6620","Cropland","2020","2020","1000 ha","18476.1","A","Official figure",""
"RL","Land Use","231","Ethiopia","5110","Area","6621","Arable land","2020","2020","1000 ha","16195.1","I","Value imputed by a receiving agency",""
"RL","Land Use","231","Ethiopia","5110","Area","6630","Temporary crops","2020","2020","1000 ha","14011.1","I","Value imputed by a receiving agency",""
"RL","Land Use","231","Ethiopia","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","1710","I","Value imputed by a receiving agency",""
"RL","Land Use","231","Ethiopia","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","474","I","Value imputed by a receiving agency",""
"RL","Land Use","231","Ethiopia","5110","Area","6650","Permanent crops","2020","2020","1000 ha","2281","A","Official figure",""
"RL","Land Use","231","Ethiopia","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","20000","I","Value imputed by a receiving agency",""
"RL","Land Use","238","Falkland Islands (Malvinas)","5110","Area","6602","Agriculture","2020","2020","1000 ha","1135.7","I","Value imputed by a receiving agency",""
"RL","Land Use","238","Falkland Islands (Malvinas)","5110","Area","6610","Agricultural land","2020","2020","1000 ha","1135.7","I","Value imputed by a receiving agency",""
"RL","Land Use","238","Falkland Islands (Malvinas)","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","1135.7","A","Official figure",""
"RL","Land Use","234","Faroe Islands","5110","Area","6602","Agriculture","2020","2020","1000 ha","96.0702","A","Official figure",""
"RL","Land Use","234","Faroe Islands","5110","Area","6610","Agricultural land","2020","2020","1000 ha","96.07","A","Official figure",""
"RL","Land Use","234","Faroe Islands","5110","Area","6620","Cropland","2020","2020","1000 ha","0.07","A","Official figure",""
"RL","Land Use","234","Faroe Islands","5110","Area","6621","Arable land","2020","2020","1000 ha","0.07","A","Official figure",""
"RL","Land Use","234","Faroe Islands","5110","Area","6630","Temporary crops","2020","2020","1000 ha","0.054","I","Value imputed by a receiving agency",""
"RL","Land Use","234","Faroe Islands","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","0.0077","I","Value imputed by a receiving agency",""
"RL","Land Use","234","Faroe Islands","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","0.0083","I","Value imputed by a receiving agency",""
"RL","Land Use","234","Faroe Islands","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","96","A","Official figure",""
"RL","Land Use","234","Faroe Islands","5110","Area","6656","Perm. meadows & pastures - Cultivated","2020","2020","1000 ha","7.2","A","Official figure",""
"RL","Land Use","234","Faroe Islands","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2020","2020","1000 ha","88.8","A","Official figure",""
"RL","Land Use","234","Faroe Islands","5110","Area","6649","Farm buildings and Farmyards","2020","2020","1000 ha","0.0002","A","Official figure",""
"RL","Land Use","242","Fiji","5110","Area","6602","Agriculture","2020","2020","1000 ha","311.6","I","Value imputed by a receiving agency",""
"RL","Land Use","242","Fiji","5110","Area","6610","Agricultural land","2020","2020","1000 ha","311.6","I","Value imputed by a receiving agency",""
"RL","Land Use","242","Fiji","5110","Area","6620","Cropland","2020","2020","1000 ha","138.6","A","Official figure",""
"RL","Land Use","242","Fiji","5110","Area","6621","Arable land","2020","2020","1000 ha","76.8","A","Official figure",""
"RL","Land Use","242","Fiji","5110","Area","6630","Temporary crops","2020","2020","1000 ha","44.3","A","Official figure",""
"RL","Land Use","242","Fiji","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","20.1","A","Official figure",""
"RL","Land Use","242","Fiji","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","12.4","A","Official figure",""
"RL","Land Use","242","Fiji","5110","Area","6650","Permanent crops","2020","2020","1000 ha","61.8","A","Official figure",""
"RL","Land Use","242","Fiji","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","173","I","Value imputed by a receiving agency",""
"RL","Land Use","246","Finland","5110","Area","6602","Agriculture","2020","2020","1000 ha","2270","I","Value imputed by a receiving agency",""
"RL","Land Use","246","Finland","5110","Area","6610","Agricultural land","2020","2020","1000 ha","2270","A","Official figure",""
"RL","Land Use","246","Finland","5110","Area","6620","Cropland","2020","2020","1000 ha","2248","A","Official figure",""
"RL","Land Use","246","Finland","5110","Area","6621","Arable land","2020","2020","1000 ha","2243","A","Official figure",""
"RL","Land Use","246","Finland","5110","Area","6630","Temporary crops","2020","2020","1000 ha","1255","A","Official figure",""
"RL","Land Use","246","Finland","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","781","A","Official figure",""
"RL","Land Use","246","Finland","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","207","A","Official figure",""
"RL","Land Use","246","Finland","5110","Area","6650","Permanent crops","2020","2020","1000 ha","5","A","Official figure",""
"RL","Land Use","246","Finland","5110","Area","6655","Permanent meadows and pastures","2020","2020","1000 ha","22","A","Official figure",""
"RL","Land Use","250","France","5110","Area","6602","Agriculture","2020","2020","1000 ha","28418.656","A","Official figure",""
"RL","Land Use","250","France","5110","Area","6610","Agricultural land","2020","2020","1000 ha","28418.656","B","Time series break",""
"RL","Land Use","250","France","5110","Area","6620","Cropland","2020","2020","1000 ha","18021.58","B","Time series break",""
"RL","Land Use","250","France","5110","Area","6621","Arable land","2020","2020","1000 ha","16984.666","B","Time series break",""
"RL","Land Use","250","France","5110","Area","6630","Temporary crops","2020","2020","1000 ha","14211.479","B","Time series break",""
"RL","Land Use","250","France","5110","Area","6633","Temporary meadows and pastures","2020","2020","1000 ha","2330.436","B","Time series break",""
"RL","Land Use","250","France","5110","Area","6640","Temporary fallow","2020","2020","1000 ha","442.751","B","Time series break",""
"RL","Land Use","250","France","5110","Area","6650","Permanent crops","2020","2020","1000 ha","1036.914","A","Official figure",""
